name,host,p,a,m,rp,g,dp,T,teff,ms,rs,logg,met,ref,pe,ae+,ae-,me+,me-,rpe+,rpe-,ge+,ge-,dpe+,dpe-,Te+,Te-,teffe+,teffe-,mse+,mse-,rse+,rse-,logge+,logge-,mete+,mete-,rpe,me,rpe%,me%,dpe,fp,fpe,fpe+,fpe-,Te,rse,mse,teffe,Host type,Likely nature,wwprob_migrationA_photev,wwprob_migrationB_photev,wwprob_migrationB_impact,namealt,sp
K2-93 c,K2-093,31.7061,0.2061,4.385867381,2.73018421,,0.163250499,757,6320,1.16,1.273,4.294,-0.1,arXiv:1911.07355,0.0002,0.0024,0.0024,1.112357669,1.112357669,0.06059595,0.06059595,,,0.041719572,0.041719572,7,4,60,30,0.04,0.04,0.015,0.015,0.006,0.006,0.07,0.07,0.06059595,1.112357669,2.219482121,25.36231884,0.041719572,1.830894998,0.466132102,0.466132102,0.466132102,5.5,0.015,0.04,45,G,gas-rich,"(56.6, 12.8)","(75.7, 20.8)","(82.6, 15.2)"
K2-182 b,K2-182,4.7369696,0.0526,20.02243804,2.693153351,,0.761835661,969,5710,0.865,0.793,4.61,0.12,2021AJ....162..294A,1.70E-06,0.0003,0.0003,5.08506363,5.08506363,0.067328834,0.044885889,,,0.199528387,0.199528387,20,20,100,100,0.016,0.018,0.013,0.011,0.1,0.1,0.06,0.06,0.056107361,5.08506363,2.083333333,25.3968254,0.199528387,1.198118415,0.305306108,0.305306108,0.305306108,20,0.012,0.017,100,G,gas-rich,"(13.7, 20.7)","(6.0, 13.0)","(4.8, 2.9)"
TOI-469 b,TOI-469,13.63083,0.107,9.598057602,3.478656412,,0.177761654,777,5289,0.88,0.993,4.39,0.24,arXiv:2308.13310,3.00E-05,0.0016,0.0016,0.794541192,0.794541192,0.067328834,0.078550306,,,0.027208416,0.027208416,18,18,69,69,0.04,0.03,0.035,0.033,0.03,0.03,0.05,0.05,0.07293957,0.794541192,2.096774194,8.278145695,0.027208416,1.887802581,0.161210115,0.161210115,0.161210115,18,0.034,0.035,69,G,gas-rich,"(38.6, 7.6)","(48.8, 10.1)","(53.1, 4.5)"
TOI-469 c,TOI-469,3.53796,0.0436,4.512993972,1.582227594,,0.852530383,1217,5289,0.88,0.993,4.39,0.24,arXiv:2308.13310,3.00E-05,0.0006,0.0007,0.286034829,0.286034829,0.100993251,0.112214723,,,0.235806276,0.181389443,29,29,69,69,0.04,0.03,0.035,0.033,0.03,0.03,0.05,0.05,0.106603987,0.286034829,6.737588652,6.338028169,0.20859786,1.052898698,0.097394952,0.097394952,0.097394952,29,0.034,0.035,69,G,bare rocky,"(6.0, 10.8)","(1.4, 3.9)","(0.9, 0.9)"
TOI-733 b,TOI-733,4.884765,0.0618,5.720696584,1.994055627,17.5,0.544168329,1056,5585,0.956,0.949,4.47,-0.04,2023A+A...674A.117G,2.20E-05,0.0036,0.0039,0.699196249,0.667414601,0.085283189,0.089771778,3.4,3.2,0.105205877,0.090694722,36,31,60,60,0.05,0.026,0.008,0.012,0.05,0.05,0.05,0.05,0.087527484,0.683305425,4.389420371,11.94444444,0.097950299,1.244575784,0.158377716,0.158377716,0.158377716,33.5,0.01,0.038,60,G,bare water,"(15.9, 21.9)","(10.4, 18.3)","(4.6, 3.4)"
TOI-908 b,TOI-908,3.183792,0.0417,16.20864032,3.189142427,,0.375476147,1317,5626,0.95,1.028,4.45,0.08,2023MNRAS.524.3877H,7.00E-06,0.0002,0.0002,4.1316142,4.1316142,0.054985214,0.054985214,,,0.0326501,0.04897515,38,38,61,61,0.01,0.01,0.03,0.03,0.03,0.03,0.04,0.04,0.054985214,4.1316142,1.724137931,25.49019608,0.040812625,1.502157182,0.383777715,0.383777715,0.383777715,38,0.03,0.01,61,G,gas-rich,"(2.8, 8.3)","(0.9, 3.4)","(1.0, 0.8)"
TOI-1054 b,TOI-1054,15.507612,0.1236,7.691158741,3.09039347,7.9,0.195900599,,6088,1.044,1.205,4.32,-0.185,2023A+A...675A.183C,3.80E-05,0.002,0.002,0.985231078,0.985231078,0.058351656,0.05274092,1.3,1.3,0.029022311,0.029022311,,,62,62,0.038,0.044,0.008,0.008,0.02,0.02,0.042,0.042,0.055546288,0.985231078,1.797385621,12.80991736,0.029022311,1.780559706,0.230322523,0.230322523,0.230322523,,0.008,0.041,62,G,gas-rich,"(39.6, 12.4)","(49.4, 9.5)","(56.0, 4.8)"
GJ 3053 b,GJ 3053,24.73694,,6.38,1.635,,1.458371123,378.9,2988,0.191,0.2134,,,Dit17 Men19 Lil20,0.00041,,,0.46,0.44,0.046,0.046,,,0.152367132,0.145111555,4.3,4.2,,,,,,,,,,,0.046,0.45,2.813455657,7.053291536,0.148739343,0.990828875,0.075240686,0.075240686,0.075240686,4.25,0.0041,0.012,67,M,bare rocky,"(17.5, 19.8)","(53.4, 38.8)","(49.3, 33.7)",LHS 1140 b,M4.5 V
GJ 3053 c,GJ 3053,3.777929,,1.76,1.169,,1.10103392,708.9,2988,0.191,0.2134,,,Dit17 Men19 Lil20,3.00E-05,,,0.17,0.16,0.037,0.038,,,0.146925449,0.134228188,8,7.8,,,,,,,,,,,0.0375,0.165,3.207869974,9.375,0.140576818,1.003366822,0.09941996,0.09941996,0.09941996,7.9,0.0041,0.012,67,M,bare rocky,"(4.4, 13.5)","(6.8, 18.7)","(7.1, 9.5)",LHS 1140 c,M4.5 V
LHS 1478 b,LHS 1478,1.9495378,,2.33,1.242,,1.209867586,595,3381,0.236,0.2464,,,Sot21,3.63E-06,,,0.2,0.2,0.051,0.049,,,0.186831126,0.161436604,10,10,,,,,,,,,,,0.05,0.2,4.025764895,8.583690987,0.174133865,0.988180346,0.093687905,0.093687905,0.093687905,10,0.0082,0.012,54,M,bare rocky,"(0.1, 1.8)","(5.4, 20.3)","(11.8, 22.3)",TOI-1640 b,m3 V
TOI-1634 b,TOI-1634,0.9893457,,7.57,1.773,,1.376745873,921,3472,0.452,0.451,,,Clou21 Hir21,3.21E-05,,,0.71,0.72,0.077,0.077,,,0.241247959,0.206783965,21,21,,,,,,,,,,,0.077,0.715,4.342921602,9.445178336,0.224015962,1.025924154,0.106652877,0.106652877,0.106652877,21,0.015,0.014,48,M,bare rocky,"(0.9, 6.5)","(8.1, 25.5)","(50.8, 37.6)",,m2 V
TOI-1685 b,TOI-1685,0.6691425,,3.09,1.7,,0.623979684,1069,3434,0.495,0.492,,,Hir21 Blu21,4.38E-06,,,0.59,0.58,0.07,0.07,,,0.155994921,0.134228188,16,16,,,,,,,,,,,0.07,0.585,4.117647059,18.93203883,0.145111555,1.253221136,0.242807225,0.242807225,0.242807225,16,0.015,0.019,51,M,bare water,"(0.6, 5.7)","(33.0, 45.5)","(87.9, 21.4)",PM J04343+4302 b,m2 V
GJ 3473 b,GJ 3473,1.1980035,,1.86,1.264,,0.912388899,773,3347,0.36,0.36353,,,Kem20,5.20E-06,,,0.3,0.3,0.05,0.049,,,0.194086704,0.168692182,16,15,,,,,,,,,,,0.0495,0.3,3.916139241,16.12903226,0.181389443,1.068822869,0.177399428,0.177399428,0.177399428,15.5,0.01206,0.016,54,M,bare rocky,"(1.1, 6.5)","(18.3, 36.5)","(34.0, 33.9)",TOI-488 b,M4.0 V
L98-59 c,L98-59,3.6904,,2.42,1.34,,0.99038636,517,3412,0.312,0.314,,,Kos19 Clo19,2.50E-06,,,0.35,0.34,0.07,0.07,,,0.223109015,0.190458915,11,11,,,,,,,,,,,0.07,0.345,5.223880597,14.25619835,0.206783965,1.055287796,0.160225955,0.160225955,0.160225955,11,0.014,0.031,49,M,bare rocky,"(8.2, 17.9)","(10.6, 23.2)","(17.7, 17.5)",TOI-175 c,M3 V
L98-59 d,L98-59,7.4513,,2.31,1.58,,0.575004535,409,3412,0.312,0.314,,,Kos19 Clo19,6.00E-06,,,0.46,0.45,0.08,0.08,,,0.154181027,0.132414293,8,8,,,,,,,,,,,0.08,0.455,5.063291139,19.6969697,0.14329766,1.260037815,0.256258216,0.256258216,0.256258216,8,0.014,0.031,49,M,bare water,"(25.9, 23.1)","(23.1, 23.2)","(27.0, 24.8)",TOI-175 d,M3 V
K2-146 b,K2-146,2.6446,,5.77,2.05,,0.669327045,590,3385,0.331,0.33,,,Hir18 Ham19 Lam20,6.00E-05,,,0.18,0.18,0.06,0.06,,,0.038091783,0.038091783,,,,,,,,,,,,,0.06,0.18,2.926829268,3.119584055,0.038091783,1.27652895,0.054605209,0.054605209,0.054605209,,0.01,0.009,70,M,bare water,"(6.2, 12.8)","(19.0, 33.3)","(17.3, 17.3)",2M0840+19 b,M3.0 V
K2-146 c,K2-146,4.00498,,7.49,2.19,,0.711046617,520,3385,0.331,0.33,,,Hir18 Ham19 Lam20,0.00011,,,0.24,0.24,0.07,0.07,,,0.04897515,0.04897515,,,,,,,,,,,,,0.07,0.24,3.196347032,3.204272363,0.04897515,1.270859903,0.057518164,0.057518164,0.057518164,,0.01,0.009,70,M,bare water,"(25.0, 23.1)","(18.0, 24.6)","(20.0, 8.5)",2M0840+19 c,M3.0 V
GJ 357 b,GJ 357,3.93072,,1.84,1.217,,1.015780882,525,3505,0.342,0.337,,,Luq19,2.83E-05,,,0.31,0.31,0.084,0.083,,,0.308362053,0.235806276,11,9,,,,,,,,,,,0.0835,0.31,6.861133936,16.84782609,0.272084165,1.032091482,0.187751143,0.187751143,0.187751143,10,0.015,0.011,51,M,bare rocky,"(5.9, 13.7)","(13.9, 24.9)","(11.5, 12.0)",LHS 2157 b,M2.5 V
TOI-1235 b,TOI-1235,3.444717,,6.69,1.694,,1.315073463,775,3997,0.63,0.619,,,Blu21 Clo21,3.85E-05,,,0.67,0.69,0.08,0.077,,,0.235806276,0.199528387,13,13,,,,,,,,,,,0.0785,0.68,4.634002361,10.16442451,0.217667332,1.013503531,0.113217691,0.113217691,0.113217691,13,0.01916,0.024,51,M,bare rocky,"(7.7, 18.7)","(10.1, 24.1)","(8.0, 11.9)",TYC 4384-1735-1 b,M0.5 V
GJ 1132 b,GJ 1132,1.628931,,1.66,1.13,,1.142753492,529,3270,0.181,0.2105,,,Ber15 Bon18,1.59E-05,,,0.23,0.23,0.056,0.056,,,0.235806276,0.235806276,9,9,,,,,,,,,,,0.056,0.23,4.955752212,13.85542169,0.235806276,0.985348299,0.144994325,0.144994325,0.144994325,9,0.0102,0.019,140,M,bare rocky,"(4.7, 14.9)","(15.2, 33.6)","(26.3, 36.8)",LTT 3758 b,M4 V
LTT 3780 b,LTT 3780,0.768377,,2.47,1.32,,1.072011609,1000,3360,0.379,0.382,,,Clo20a Now20,1.66E-05,,,0.24,0.24,0.06,0.06,,,0.195900599,0.161436604,98,100,,,,,,,,,,,0.06,0.24,4.545454545,9.71659919,0.178668601,1.03380736,0.11089889,0.11089889,0.11089889,99,0.012,0.016,51,M,bare rocky,"(0.4, 4.4)","(16.7, 35.9)","(66.8, 35.8)",LP 729-54 b,M3.5 V
LTT 3780 c,LTT 3780,12.252131,,7.02,2.33,,0.549610013,397,3360,0.379,0.382,,,Clo20a Now20,0.000737585,,,0.69,0.67,0.14,0.13,,,0.119717032,0.097950299,37,40,,,,,,,,,,,0.135,0.68,5.793991416,9.686609687,0.108833666,1.375992799,0.155310974,0.155310974,0.155310974,38.5,0.012,0.016,51,M,gas-rich,"(43.8, 21.2)","(55.0, 26.4)","(72.4, 21.2)",LP 729-54 c,M3.5 V
K2-18 b,K2-18,32.939614,,8.64,2.711,,0.435334664,284,3457,0.495,0.469,,,Ben17 Sar18 Clou19,0.001142494,,,1.35,1.35,0.065,0.065,,,0.072555777,0.072555777,15,15,,,,,,,,,,,0.065,1.35,2.397639248,15.625,0.072555777,1.51362292,0.239271804,0.239271804,0.239271804,15,0.01,0.004,39,M,gas-rich,"(79.2, 7.9)","(92.5, 18.0)","(95.5, 14.4)",PM J11302+0735 b,M2.5 V
TOI-776 b,TOI-776,8.24664,,4,1.85,,0.616724107,514,3709,0.538,0.544,,,Luq21,4.22E-05,,,0.9,0.9,0.13,0.13,,,0.199528387,0.163250499,17,17,,,,,,,,,,,0.13,0.9,7.027027027,22.5,0.181389443,1.271899545,0.299809442,0.299809442,0.299809442,17,0.028,0.024,70,M,bare water,"(35.7, 26.8)","(29.3, 26.0)","(36.2, 23.6)",LP 961-53 b,M1 V
GJ 486 b,GJ 486,1.467119,,2.82,1.305,,1.269726102,701,3340,0.323,0.3287,,,Tri20,1.67E-05,,,0.11,0.12,0.063,0.067,,,0.217667332,0.181389443,13,13,,,,,,,,,,,0.065,0.115,4.980842912,4.078014184,0.199528387,0.986101373,0.06347843,0.06347843,0.06347843,13,0.01091,0.015,54,M,bare rocky,"(0.0, 1.3)","(4.0, 17.8)","(12.1, 22.3)",TOI-1827 b,M3.5 V
GJ 1214 b,GJ 1214,1.580404497,,6.26,2.85,,0.27027027,576,3026,0.15,0.216,,,Cha09 Ang13 Harp14,1.20E-06,,,0.86,0.86,0.2,0.2,,,0.076183566,0.059858516,14,14,,,,,,,,,,,0.2,0.86,7.01754386,13.73801917,0.068021041,1.736019103,0.267808219,0.267808219,0.267808219,14,0.012,0.011,150,M,gas-rich,"(4.5, 17.1)","(35.1, 44.4)","(36.1, 28.2)",LHS 3275 b,M4.5 V
GJ 1252 b,GJ 1252,0.5182349,,1.32,1.193,,0.76546345,1089,3458,0.381,0.391,,,Shp20,4.13E-06,,,0.28,0.28,0.074,0.074,,,0.243061854,0.199528387,69,69,,,,,,,,,,,0.074,0.28,6.202849958,21.21212121,0.221295121,1.106758573,0.244598511,0.244598511,0.244598511,69,0.02,0.019,140,M,bare rocky,"(0.5, 5.4)","(25.9, 42.9)","(87.5, 25.2)",L 210-70 b,M3.0 V
TRAPPIST-1 b,TRAPPIST-1,1.510826,,1.374,1.116,,0.984037729,400.1,2566,0.0898,0.1192,,,Gil16 Gil17 Gri18 Ago21,4.91E-05,,,0.069,0.069,0.014,0.012,,,0.048068202,0.049337929,7.7,7.7,,,,,,,,,,,0.013,0.069,1.164874552,5.021834061,0.048703065,1.024166304,0.052797487,0.052797487,0.052797487,7.7,0.0013,0.0023,26,M,bare rocky,"(0.2, 1.4)","(10.2, 27.3)","(15.3, 23.9)",2MUCD 12171 b,M8.0 V
TRAPPIST-1 c,TRAPPIST-1,2.421937,,1.308,1.097,,0.988028297,341.9,2566,0.0899,0.1192,,,Gil16 Gil17 Gri18 Ago21,1.20E-05,,,0.056,0.056,0.014,0.012,,,0.040268456,0.042626519,6.6,6.6,,,,,,,,,,,0.013,0.056,1.185050137,4.281345566,0.041447488,1.020213394,0.045321209,0.045321209,0.045321209,6.6,0.0013,0.0024,26,M,bare rocky,"(0.1, 0.7)","(2.4, 13.0)","(4.5, 11.1)",2MUCD 12171 c,M8.0 V
TRAPPIST-1 f,TRAPPIST-1,9.20754,,1.039,1.045,,0.908579721,219,2566,0.0902,0.1192,,,Gil16 Gil17 Gri18 Ago21,0.00026228,,,0.031,0.031,0.013,0.012,,,0.025031743,0.028659532,4.2,4.2,,,,,,,,,,,0.0125,0.031,1.196172249,2.983638114,0.026845638,1.034250172,0.033245834,0.033245834,0.033245834,4.2,0.0013,0.0027,26,M,bare rocky,"(1.5, 3.7)","(0.9, 1.2)","(2.4, 5.8)",2MUCD 12171 f,M8.0 V
TRAPPIST-1 g,TRAPPIST-1,12.352446,,1.321,1.129,,0.914565572,198.6,2566,0.0903,0.1192,,,Gil16 Gil17 Gri18 Ago21,5.91E-05,,,0.038,0.038,0.015,0.015,,,0.024668964,0.028659532,3.8,3.8,,,,,,,,,,,0.015,0.038,1.328609389,2.87660863,0.026664248,1.047170755,0.033180742,0.033180742,0.033180742,3.8,0.0013,0.0028,26,M,bare rocky,"(3.4, 5.2)","(2.0, 2.6)","(2.7, 1.0)",2MUCD 12171 g,M8.0 V
CD-60 8051 b,CD-60 8051,1.4015,,4.6,1.39,,1.741338654,965,3800,0.62,0.6,,,Ast20,0.00018,,,0.56,0.56,0.09,0.09,,,0.435334664,0.326500998,20,20,,,,,,,,,,,0.09,0.56,6.474820144,12.17391304,0.380917831,0.920218716,0.126885933,0.126885933,0.126885933,20,0.022,0.03,70,M,bare rocky,"(0.1, 2.5)","(12.3, 31.0)","(22.0, 30.6)",L 168-9 b,M1 V
TOI-270 b,TOI-270,3.360161,,1.58,1.151,,1.033919826,581,3506,0.386,0.378,,,VEy21,2.61E-05,,,0.26,0.26,0.05,0.05,,,0.217667332,0.217667332,15,15,,,,,,,,,,,0.05,0.26,4.344048653,16.4556962,0.217667332,1.017148163,0.17311273,0.17311273,0.17311273,15,0.011,0.008,70,M,bare rocky,"(7.3, 17.4)","(14.2, 29.3)","(11.1, 13.1)",L 231-32 b,m3 V
TOI-270 c,TOI-270,5.660183,,6.14,2.332,,0.486123708,488,3506,0.386,0.378,,,VEy21,1.40E-05,,,0.38,0.38,0.072,0.072,,,0.054416833,0.054416833,12,12,,,,,,,,,,,0.072,0.38,3.087478559,6.188925081,0.054416833,1.427940355,0.098760754,0.098760754,0.098760754,12,0.011,0.008,70,M,gas-rich,"(22.0, 14.4)","(22.1, 14.1)","(31.5, 9.7)",L 231-32 c,m3 V
TOI-270 d,TOI-270,11.38027,,4.78,2.005,,0.594957373,387,3506,0.386,0.378,,,VEy21,4.61E-05,,,0.46,0.46,0.067,0.067,,,0.081625249,0.081625249,10,10,,,,,,,,,,,0.067,0.46,3.341645885,9.623430962,0.081625249,1.313666774,0.133824557,0.133824557,0.133824557,10,0.011,0.008,70,M,bare water,"(49.5, 23.0)","(47.2, 27.8)","(57.0, 30.0)",L 231-32 d,m3 V
K2-25 b,K2-25,3.48456408,,24.5,3.44,,0.598585162,494,3207,0.2634,0.2932,,,Man16 Tha20 Ste20,8.19E-05,,,5.7,5.2,0.12,0.12,,,0.145111555,0.145111555,11,11,,,,,,,,,,,0.12,5.45,3.488372093,22.24489796,0.145111555,1.449132677,0.326297645,0.326297645,0.326297645,11,0.0093,0.0077,58,M,gas-rich,"(14.0, 21.2)","(21.0, 31.2)","(19.5, 10.7)",,M4.5 V
TOI-269 b,TOI-269,3.6977104,,8.8,2.77,,0.41356793,531,3514,0.3917,0.398,,,Coin21,3.49E-06,,,1.4,1.4,0.12,0.12,,,0.087066933,0.076183566,25,25,,,,,,,,,,,0.12,1.4,4.332129964,15.90909091,0.081625249,1.538913403,0.253741819,0.253741819,0.253741819,25,0.012,0.0095,70,M,gas-rich,"(9.0, 15.3)","(30.8, 35.8)","(21.9, 10.0)",,M2.0 V
TOI-1231 b,TOI-1231,24.245586,,15.4,3.65,,0.315617631,329,3553,0.485,0.476,,,Burt21,4.99E-05,,,3.3,3.3,0.16,0.15,,,0.085253038,0.076183566,3.8,3.7,,,,,,,,,,,0.155,3.3,4.246575342,21.42857143,0.080718302,1.743176323,0.380802075,0.380802075,0.380802075,3.75,0.015,0.024,52,M,gas-rich,"(72.0, 15.9)","(84.6, 25.0)","(94.3, 15.4)",NLTT 24399 b,M3.0 V
G 9-40 b,G 9-40,5.7459982,0.0418,4.004487609,1.902039554,10.8,0.437148558,441,3395,0.295,0.3026,4.84,-0.07,2022A+A...666A.154L,2.00E-06,0.00064,0.00064,0.635632954,0.635632954,0.065084539,0.065084539,1.8,1.8,0.092508616,0.072555777,8,8,51,51,0.014,0.014,0.0095,0.0095,0.04,0.04,0.16,0.16,0.065084539,0.635632954,3.421828909,15.87301587,0.082532197,1.307281201,0.212271854,0.212271854,0.212271854,8,0.0095,0.014,51,M,bare water,"(31.7, 24.3)","(18.7, 15.9)","(27.1, 13.9)",,
GJ 806 b,GJ 0806,0.9263237,0.01406,1.906898861,1.331988762,10.4,0.602212951,940,3600,0.413,0.4144,4.98,-0.28,arXiv:2301.06873,9.00E-07,0.0003,0.0003,0.158908238,0.158908238,0.023565092,0.023565092,1,1,0.061672411,0.061672411,10,10,16,16,0.011,0.011,0.0038,0.0038,0.12,0.12,0.07,0.07,0.023565092,0.158908238,1.769165965,8.333333333,0.061672411,1.118758449,0.09530771,0.09530771,0.09530771,10,0.0038,0.011,16,M,bare rocky,"(1.2, 7.0)","(26.2, 41.5)","(53.6, 36.1)",,
GJ 3090 b,GJ 3090,2.8531054,0.0317,3.30529136,2.165744153,6.9,0.246689643,692,3556,0.519,0.516,,-0.06,2022A+A...665A..91A,2.30E-06,0.0014,0.0014,0.730977897,0.730977897,0.100993251,0.100993251,1.7,1.6,0.068927988,0.058044622,18,18,70,70,0.013,0.013,0.016,0.016,,,0.12,0.12,0.100993251,0.730977897,4.663212435,22.11538462,0.063486305,1.567762209,0.354340545,0.354340545,0.354340545,18,0.016,0.013,70,M,gas-rich,"(11.8, 21.0)","(24.6, 36.5)","(16.2, 14.4)",,
Kepler-54 b,Kepler-054,8.01026,0.062922261,3.082819826,1.858275812,,0.480416175,,3854,0.518,0.522,4.73,-0.16,2023A+A...669A.117L,3.00E-05,0.00157913,0.00157913,0.286034829,0.317816477,0.057229509,0.057229509,,,0.049322487,0.049322487,,,80,80,0.013,0.013,0.014,0.014,0.15,0.15,0.1,0.1,0.057229509,0.301925653,3.079710145,9.793814433,0.049322487,1.370761908,0.140730869,0.140730869,0.140730869,,0.014,0.013,80,M,gas-rich,"(34.3, 19.9)","(28.9, 14.9)","(42.1, 19.6)",,
Kepler-54 c,Kepler-054,12.072389,0.082712038,2.097588747,1.689953728,,0.434606187,,3854,0.518,0.522,4.73,-0.16,2023A+A...669A.117L,0.0001,0.002075785,0.002075785,0.190689886,0.222471534,0.053863067,0.054985214,,,0.045032408,0.045032408,,,80,80,0.013,0.013,0.014,0.014,0.15,0.15,0.1,0.1,0.054424141,0.20658071,3.220451527,9.848484848,0.045032408,1.383322271,0.143335126,0.143335126,0.143335126,,0.014,0.013,80,M,gas-rich,"(48.0, 20.6)","(60.7, 19.1)","(76.0, 6.6)",,
LTT 1445A b,LTT 1445A,5.3587657,0.02661,2.860348292,1.306179375,16.5,0.970433521,424,3337,0.257,0.268,4.983,-0.34,2022AJ....163..168W,4.30E-06,0.00047,0.00049,0.254253182,0.254253182,0.066206687,0.06059595,2,1.9,0.163250499,0.150553238,21,21,150,150,0.014,0.014,0.027,0.027,0.044,0.045,0.08,0.08,0.063401318,0.254253182,4.85395189,8.888888889,0.156901868,0.98321016,0.099577977,0.099577977,0.099577977,21,0.027,0.014,150,M,bare rocky,"(1.9, 4.3)","(9.7, 19.6)","(7.2, 6.7)",,
LTT 1445A c,LTT 1445A,3.1239035,0.03813,1.525519089,1.147956616,11.4,0.761835661,508,3337,0.257,0.268,4.983,-0.34,2022AJ....163..168W,3.50E-06,0.00068,0.0007,0.190689886,0.190689886,0.054985214,0.053863067,1.2,1,0.092508616,0.081625249,25,25,150,150,0.014,0.014,0.027,0.027,0.044,0.045,0.08,0.08,0.054424141,0.190689886,4.740957967,12.5,0.087066933,1.024125402,0.136913993,0.136913993,0.136913993,25,0.027,0.014,150,M,bare rocky,"(6.5, 14.9)","(9.9, 25.1)","(9.8, 13.3)",,
TOI-1075 b,TOI-1075,0.6047328,0.01159,9.947655727,1.793191273,,1.269726102,1323,3875,0.604,0.581,,-0.1,2023AJ....165...47E,3.20E-06,0.00023,0.0002,1.366610851,1.303047555,0.115581165,0.080794601,,,0.272084165,0.25394522,44,44,75,75,0.03,0.03,0.024,0.024,,,0.12,0.12,0.098187883,1.334829203,5.475594493,13.41853035,0.263014693,0.963767686,0.139676205,0.139676205,0.139676205,44,0.024,0.03,75,M,bare rocky,"(0.4, 4.5)","(16.8, 36.3)","(79.2, 29.5)",,
TOI-1201 b,TOI-1201,2.4919863,0.0287,6.292766242,2.412616544,10.5,0.33557047,703,3476,0.512,0.508,4.8,0.05,2021A+A...656A.124K,3.10E-06,0.0012,0.0012,0.82632284,0.889886135,0.089771778,0.089771778,1.8,1.6,0.0653002,0.058044622,15,14,51,51,0.02,0.02,0.016,0.016,0.04,0.04,0.16,0.16,0.089771778,0.858104488,3.720930233,13.63636364,0.061672411,1.467523845,0.207433203,0.207433203,0.207433203,14.5,0.016,0.02,51,M,gas-rich,"(4.6, 11.4)","(23.6, 36.8)","(17.9, 16.9)",,
TOI-1468 b,TOI-1468,1.8805136,0.020789667,3.209946417,1.281492136,19.1,1.525281302,682,3496,0.339,0.344,5,-0.04,2022A+A...666A.155C,2.50E-06,0.000674591,0.000674591,0.254253182,0.254253182,0.038153006,0.039275153,1.9,1.8,0.129303453,0.129303453,7,7,25,25,0.011,0.011,0.005,0.005,0.11,0.11,0.07,0.07,0.038714079,0.254253182,3.021015762,7.920792079,0.129303453,0.935028079,0.079265614,0.079265614,0.079265614,7,0.005,0.011,25,M,bare rocky,"(0.1, 2.4)","(6.7, 23.4)","(9.2, 20.2)",,
TOI-1468 c,TOI-1468,15.532482,0.084948777,6.642364367,2.06587305,15.3,0.753376041,338,3496,0.339,0.344,5,-0.04,2022A+A...666A.155C,3.40E-05,0.00275645,0.00275645,0.667414601,0.667414601,0.044885889,0.044885889,1.7,1.6,0.077447641,0.077447641,4,3,25,25,0.011,0.011,0.005,0.005,0.11,0.11,0.07,0.07,0.044885889,0.667414601,2.172732211,10.04784689,0.077447641,1.238380923,0.127306518,0.127306518,0.127306518,3.5,0.005,0.011,25,M,bare water,"(54.7, 29.8)","(62.5, 29.3)","(77.9, 29.2)",,
TOI-1695 b,TOI-1695,3.1342791,0.03355,6.356329538,1.90765029,17.1,0.689279884,698,3650,0.515,0.513,4.725,0,2023AJ....165..167C,6.70E-06,0.00026,0.00027,0.985231078,0.985231078,0.157100612,0.134657668,4.3,3.4,0.25394522,0.181389443,14,14,40,40,0.015,0.015,0.012,0.012,0.027,0.026,0.08,0.08,0.14587914,0.985231078,7.647058824,15.5,0.217667332,1.157220053,0.200010852,0.200010852,0.200010852,14,0.012,0.015,40,M,bare water,"(10.6, 20.8)","(14.3, 28.2)","(13.9, 14.2)",,
Kepler-138 d,Kepler-138,23.0923,0.1288,2.097588747,1.51489876,9.8,0.489751496,345,3841,0.535,0.535,4.71,-0.18,2023NatAs...7..206P,0.0006,0.001,0.001,0.603851306,0.699196249,0.044885889,0.044885889,2.8,2.9,0.145111555,0.145111555,7,7,50,51,0.012,0.012,0.013,0.014,0.03,0.03,0.1,0.1,0.044885889,0.651523778,2.962962963,31.06060606,0.145111555,1.240029924,0.386909287,0.386909287,0.386909287,7,0.0135,0.012,50.5,M,bare water,"(60.1, 28.0)","(78.3, 30.3)","(65.9, 40.6)"
TOI-1470 b,TOI-1470,2.527093,0.0285,7.309778969,2.176965625,,0.52784328,734,3709,0.471,0.469,4.77,0,2023A+A...675A.177G,4.00E-06,0.0004,0.0004,1.207702612,1.23948426,0.044885889,0.044885889,,,0.096136405,0.092508616,,,11,11,0.011,0.011,0.003,0.003,0.02,0.02,0.03,0.03,0.044885889,1.223593436,2.06185567,16.73913043,0.09432251,1.27163929,0.214470076,0.214470076,0.214470076,,0.003,0.011,11,M,bare water,"(4.5, 11.8)","(17.5, 32.8)","(16.3, 19.2)"